PID;Game;Condition;Resolution;Framerate;R_F_Pair;Bitrate;Delay;Packetloss;VQ;VF;VU;VD;AC;IVF;IVU;IVD;ILU;IRD;Vision;Age;Gender;FreqGaming;Expertise;LikePlaying;Device;Monitor
14;Dota;60;480;60;480_60;300;0;0;1,8;1,7;1,7;6,0;1,9;5,7;4,0;5,5;5,0;3,0;3;1999;Male;10;3;5;PC;Desktop
14;Overwatch;6;480;60;480_60;1000;0;0;3,3;6,0;2,1;6,0;3,3;5,7;4,0;5,5;5,0;3,0;3;1999;Male;10;3;5;PC;Desktop
14;Dota;34;480;60;480_60;1000;0;0;3,0;3,1;2,0;6,0;3,0;5,7;4,0;5,5;5,0;3,0;3;1999;Male;10;3;5;PC;Desktop
14;Rayman;49;480;60;480_60;1000;0;0;3,0;3,1;2,8;6,0;2,7;5,7;4,0;5,5;5,0;3,0;3;1999;Male;10;3;5;PC;Desktop
14;Dota;19;480;60;480_60;2000;0;0;3,0;6,0;1,9;6,0;2,0;5,7;4,0;5,5;5,0;3,0;3;1999;Male;10;3;5;PC;Desktop
14;Rayman;20;480;60;480_60;2000;0;0;4,0;6,0;2,4;6,0;5,0;5,7;4,0;5,5;5,0;3,0;3;1999;Male;10;3;5;PC;Desktop
14;Overwatch;21;480;60;480_60;2000;0;0;4,0;6,0;3,0;6,0;4,7;5,7;4,0;5,5;5,0;3,0;3;1999;Male;10;3;5;PC;Desktop
14;Nier;1;480;60;480_60;4000;0;0;5,0;6,0;2,8;4,6;5,0;5,7;4,0;5,5;5,0;3,0;3;1999;Male;10;3;5;PC;Desktop
14;LoL;13;480;60;480_60;4000;0;0;4,0;6,0;2,3;6,0;4,3;5,7;4,0;5,5;5,0;3,0;3;1999;Male;10;3;5;PC;Desktop
14;Overwatch;22;480;60;480_60;6000;0;0;4,2;5,8;2,3;6,0;4,4;5,7;4,0;5,5;5,0;3,0;3;1999;Male;10;3;5;PC;Desktop
14;Dota;35;480;60;480_60;6000;0;0;4,4;6,0;3,5;5,6;4,6;5,7;4,0;5,5;5,0;3,0;3;1999;Male;10;3;5;PC;Desktop
14;Rayman;72;480;60;480_60;6000;0;0;4,4;6,0;4,0;6,0;4,9;5,7;4,0;5,5;5,0;3,0;3;1999;Male;10;3;5;PC;Desktop
14;Rayman;79;480;60;480_60;6000;0;0;5,0;6,0;5,1;6,0;5,0;5,7;4,0;5,5;5,0;3,0;3;1999;Male;10;3;5;PC;Desktop
14;Dota;4;720;30;720_30;1000;0;0;4,0;2,7;5,5;6,0;4,2;5,7;4,0;5,5;5,0;3,0;3;1999;Male;10;3;5;PC;Desktop
14;Overwatch;8;720;30;720_30;1000;0;0;3,3;2,3;2,4;5,9;2,5;5,7;4,0;5,5;5,0;3,0;3;1999;Male;10;3;5;PC;Desktop
14;Rayman;37;720;30;720_30;1000;0;0;3,0;3,1;3,2;5,1;3,1;5,7;4,0;5,5;5,0;3,0;3;1999;Male;10;3;5;PC;Desktop
14;Rayman;42;720;30;720_30;2000;0;0;3,5;3,3;3,3;5,7;3,7;5,7;4,0;5,5;5,0;3,0;3;1999;Male;10;3;5;PC;Desktop
14;Overwatch;64;720;30;720_30;2000;0;0;4,7;6,0;4,8;6,0;5,3;5,7;4,0;5,5;5,0;3,0;3;1999;Male;10;3;5;PC;Desktop
14;Dota;74;720;30;720_30;2000;0;0;4,0;5,0;3,5;6,0;4,5;5,7;4,0;5,5;5,0;3,0;3;1999;Male;10;3;5;PC;Desktop
14;Dota;39;720;30;720_30;4000;0;0;5,3;6,0;5,3;6,0;5,5;5,7;4,0;5,5;5,0;3,0;3;1999;Male;10;3;5;PC;Desktop
14;Overwatch;63;720;30;720_30;4000;0;0;4,6;6,0;4,5;6,0;5,2;5,7;4,0;5,5;5,0;3,0;3;1999;Male;10;3;5;PC;Desktop
14;Rayman;69;720;30;720_30;4000;0;0;3,2;2,9;3,2;3,6;3,0;5,7;4,0;5,5;5,0;3,0;3;1999;Male;10;3;5;PC;Desktop
14;Rayman;12;720;30;720_30;50000;0;0;3,7;6,0;3,1;3,2;3,9;5,7;4,0;5,5;5,0;3,0;3;1999;Male;10;3;5;PC;Desktop
14;Overwatch;23;720;30;720_30;50000;0;0;5,3;6,0;5,1;6,0;5,7;5,7;4,0;5,5;5,0;3,0;3;1999;Male;10;3;5;PC;Desktop
14;Dota;80;720;30;720_30;50000;0;0;6,0;6,0;5,9;6,0;6,0;5,7;4,0;5,5;5,0;3,0;3;1999;Male;10;3;5;PC;Desktop
14;Rayman;10;720;60;720_60;1000;0;0;3,0;2,1;2,5;6,0;2,6;5,7;4,0;5,5;5,0;3,0;3;1999;Male;10;3;5;PC;Desktop
14;Dota;33;720;60;720_60;1000;0;0;3,3;2,3;5,0;5,9;3,7;5,7;4,0;5,5;5,0;3,0;3;1999;Male;10;3;5;PC;Desktop
14;Overwatch;58;720;60;720_60;1000;0;0;3,0;3,0;3,0;5,2;2,8;5,7;4,0;5,5;5,0;3,0;3;1999;Male;10;3;5;PC;Desktop
14;Rayman;46;720;60;720_60;2000;0;0;4,0;3,4;3,9;5,9;4,0;5,7;4,0;5,5;5,0;3,0;3;1999;Male;10;3;5;PC;Desktop
14;Overwatch;53;720;60;720_60;2000;0;0;3,6;4,0;3,3;4,8;3,5;5,7;4,0;5,5;5,0;3,0;3;1999;Male;10;3;5;PC;Desktop
14;Dota;55;720;60;720_60;2000;0;0;4,0;4,0;4,0;5,9;4,0;5,7;4,0;5,5;5,0;3,0;3;1999;Male;10;3;5;PC;Desktop
14;Overwatch;45;720;60;720_60;4000;0;0;4,8;6,0;5,2;6,0;5,0;5,7;4,0;5,5;5,0;3,0;3;1999;Male;10;3;5;PC;Desktop
14;Rayman;48;720;60;720_60;4000;0;0;4,1;4,2;5,7;6,0;5,0;5,7;4,0;5,5;5,0;3,0;3;1999;Male;10;3;5;PC;Desktop
14;Dota;59;720;60;720_60;4000;0;0;4,0;5,8;4,0;6,0;4,3;5,7;4,0;5,5;5,0;3,0;3;1999;Male;10;3;5;PC;Desktop
14;Rayman;7;720;60;720_60;50000;0;0;5,0;6,0;5,3;6,0;5,6;5,7;4,0;5,5;5,0;3,0;3;1999;Male;10;3;5;PC;Desktop
14;Dota;25;720;60;720_60;50000;0;0;5,9;6,0;5,7;6,0;6,0;5,7;4,0;5,5;5,0;3,0;3;1999;Male;10;3;5;PC;Desktop
14;Overwatch;32;720;60;720_60;50000;0;0;6,0;6,0;5,7;6,0;6,0;5,7;4,0;5,5;5,0;3,0;3;1999;Male;10;3;5;PC;Desktop
14;LoL;44;1080;20;1080_20;2000;0;0;4,0;4,7;5,5;3,9;3,9;5,7;4,0;5,5;5,0;3,0;3;1999;Male;10;3;5;PC;Desktop
14;Nier;2;1080;20;1080_20;50000;0;0;5,6;5,0;6,0;5,4;6,0;5,7;4,0;5,5;5,0;3,0;3;1999;Male;10;3;5;PC;Desktop
14;Overwatch;51;1080;30;1080_30;2000;0;0;4,0;4,0;4,0;6,0;4,5;5,7;4,0;5,5;5,0;3,0;3;1999;Male;10;3;5;PC;Desktop
14;Dota;57;1080;30;1080_30;2000;0;0;4,0;4,9;4,1;6,0;4,2;5,7;4,0;5,5;5,0;3,0;3;1999;Male;10;3;5;PC;Desktop
14;Rayman;62;1080;30;1080_30;2000;0;0;3,0;3,1;2,9;4,0;2,5;5,7;4,0;5,5;5,0;3,0;3;1999;Male;10;3;5;PC;Desktop
14;Dota;5;1080;30;1080_30;4000;0;0;5,0;6,0;5,1;6,0;5,3;5,7;4,0;5,5;5,0;3,0;3;1999;Male;10;3;5;PC;Desktop
14;Overwatch;27;1080;30;1080_30;4000;0;0;5,1;6,0;5,5;6,0;5,7;5,7;4,0;5,5;5,0;3,0;3;1999;Male;10;3;5;PC;Desktop
14;Rayman;70;1080;30;1080_30;4000;0;0;3,5;3,1;4,7;4,0;3,6;5,7;4,0;5,5;5,0;3,0;3;1999;Male;10;3;5;PC;Desktop
14;Rayman;9;1080;30;1080_30;6000;0;0;5,0;6,0;5,9;3,0;5,0;5,7;4,0;5,5;5,0;3,0;3;1999;Male;10;3;5;PC;Desktop
14;Overwatch;38;1080;30;1080_30;6000;0;0;5,7;6,0;5,5;6,0;5,8;5,7;4,0;5,5;5,0;3,0;3;1999;Male;10;3;5;PC;Desktop
14;Dota;47;1080;30;1080_30;6000;0;0;5,0;4,9;5,4;6,0;5,7;5,7;4,0;5,5;5,0;3,0;3;1999;Male;10;3;5;PC;Desktop
14;Dota;41;1080;30;1080_30;50000;0;0;6,0;6,0;6,0;6,0;6,0;5,7;4,0;5,5;5,0;3,0;3;1999;Male;10;3;5;PC;Desktop
14;Rayman;67;1080;30;1080_30;50000;0;0;4,1;6,0;5,7;4,0;4,5;5,7;4,0;5,5;5,0;3,0;3;1999;Male;10;3;5;PC;Desktop
14;Overwatch;73;1080;30;1080_30;50000;0;0;6,0;6,0;6,0;6,0;6,0;5,7;4,0;5,5;5,0;3,0;3;1999;Male;10;3;5;PC;Desktop
14;Dota;77;1080;30;1080_30;50000;0;0;5,6;6,0;6,0;5,1;5,7;5,7;4,0;5,5;5,0;3,0;3;1999;Male;10;3;5;PC;Desktop
14;Nier;3;1080;60;1080_60;2000;0;0;3,4;2,4;4,6;5,6;2,0;5,7;4,0;5,5;5,0;3,0;3;1999;Male;10;3;5;PC;Desktop
14;Overwatch;18;1080;60;1080_60;2000;0;0;3,0;2,0;2,4;6,0;2,0;5,7;4,0;5,5;5,0;3,0;3;1999;Male;10;3;5;PC;Desktop
14;Overwatch;24;1080;60;1080_60;2000;0;0;3,7;2,3;4,4;6,0;3,0;5,7;4,0;5,5;5,0;3,0;3;1999;Male;10;3;5;PC;Desktop
14;Dota;36;1080;60;1080_60;2000;0;0;4,0;3,5;5,5;6,0;4,1;5,7;4,0;5,5;5,0;3,0;3;1999;Male;10;3;5;PC;Desktop
14;Rayman;56;1080;60;1080_60;2000;0;0;3,3;3,8;2,9;5,9;3,6;5,7;4,0;5,5;5,0;3,0;3;1999;Male;10;3;5;PC;Desktop
14;Rayman;26;1080;60;1080_60;4000;0;0;4,6;3,0;5,1;6,0;5,0;5,7;4,0;5,5;5,0;3,0;3;1999;Male;10;3;5;PC;Desktop
14;Dota;54;1080;60;1080_60;4000;0;0;4,9;4,9;4,9;5,9;4,7;5,7;4,0;5,5;5,0;3,0;3;1999;Male;10;3;5;PC;Desktop
14;Overwatch;61;1080;60;1080_60;4000;0;0;4,7;5,1;4,4;6,0;5,0;5,7;4,0;5,5;5,0;3,0;3;1999;Male;10;3;5;PC;Desktop
14;Rayman;29;1080;60;1080_60;6000;0;0;4,5;3,1;5,6;5,9;4,9;5,7;4,0;5,5;5,0;3,0;3;1999;Male;10;3;5;PC;Desktop
14;Overwatch;40;1080;60;1080_60;6000;0;0;5,0;6,0;4,7;6,0;5,2;5,7;4,0;5,5;5,0;3,0;3;1999;Male;10;3;5;PC;Desktop
14;Dota;50;1080;60;1080_60;6000;0;0;5,0;5,6;5,5;6,0;5,5;5,7;4,0;5,5;5,0;3,0;3;1999;Male;10;3;5;PC;Desktop
14;Rayman;17;1080;60;1080_60;50000;0;0;5,4;6,0;5,0;5,6;5,9;5,7;4,0;5,5;5,0;3,0;3;1999;Male;10;3;5;PC;Desktop
14;Overwatch;76;1080;60;1080_60;50000;0;0;6,0;6,0;6,0;6,0;6,0;5,7;4,0;5,5;5,0;3,0;3;1999;Male;10;3;5;PC;Desktop
14;Dota;78;1080;60;1080_60;50000;0;0;6,2;6,0;6,0;6,0;6,0;5,7;4,0;5,5;5,0;3,0;3;1999;Male;10;3;5;PC;Desktop
15;Dota;15;480;30;480_30;300;0;0;2,2;3,2;1,6;4,9;2,8;4,0;5,0;3,4;5,1;3,3;2;1994;Male;5;3;4;PC;Desktop
15;Overwatch;43;480;30;480_30;300;0;0;2,6;2,7;2,3;4,8;3,0;4,0;5,0;3,4;5,1;3,3;2;1994;Male;5;3;4;PC;Desktop
15;Rayman;66;480;30;480_30;300;0;0;2,4;2,4;1,9;3,1;1,4;4,0;5,0;3,4;5,1;3,3;2;1994;Male;5;3;4;PC;Desktop
15;Overwatch;16;480;30;480_30;1000;0;0;4,6;3,1;3,1;3,4;4,9;4,0;5,0;3,4;5,1;3,3;2;1994;Male;5;3;4;PC;Desktop
15;Rayman;52;480;30;480_30;1000;0;0;3,0;3,7;2,9;4,4;3,2;4,0;5,0;3,4;5,1;3,3;2;1994;Male;5;3;4;PC;Desktop
15;Dota;68;480;30;480_30;1000;0;0;4,8;3,0;2,7;5,2;4,6;4,0;5,0;3,4;5,1;3,3;2;1994;Male;5;3;4;PC;Desktop
15;Rayman;11;480;30;480_30;2000;0;0;3,4;3,4;2,7;4,6;3,3;4,0;5,0;3,4;5,1;3,3;2;1994;Male;5;3;4;PC;Desktop
15;Dota;71;480;30;480_30;2000;0;0;3,3;4,9;3,0;4,7;4,2;4,0;5,0;3,4;5,1;3,3;2;1994;Male;5;3;4;PC;Desktop
15;Overwatch;75;480;30;480_30;2000;0;0;3,1;5,9;2,9;2,8;3,4;4,0;5,0;3,4;5,1;3,3;2;1994;Male;5;3;4;PC;Desktop
15;Rayman;14;480;30;480_30;6000;0;0;3,0;3,0;2,8;3,6;3,6;4,0;5,0;3,4;5,1;3,3;2;1994;Male;5;3;4;PC;Desktop
15;Overwatch;28;480;30;480_30;6000;0;0;4,6;5,5;4,6;2,8;3,2;4,0;5,0;3,4;5,1;3,3;2;1994;Male;5;3;4;PC;Desktop
15;Dota;65;480;30;480_30;6000;0;0;3,4;3,1;3,6;5,0;3,4;4,0;5,0;3,4;5,1;3,3;2;1994;Male;5;3;4;PC;Desktop
15;Overwatch;30;480;60;480_60;300;0;0;2,2;1,4;1,4;5,0;1,5;4,0;5,0;3,4;5,1;3,3;2;1994;Male;5;3;4;PC;Desktop
15;Rayman;31;480;60;480_60;300;0;0;2,0;2,4;2,2;5,0;1,9;4,0;5,0;3,4;5,1;3,3;2;1994;Male;5;3;4;PC;Desktop
15;Dota;60;480;60;480_60;300;0;0;2,6;2,6;1,3;5,0;2,0;4,0;5,0;3,4;5,1;3,3;2;1994;Male;5;3;4;PC;Desktop
15;Overwatch;6;480;60;480_60;1000;0;0;2,9;3,4;2,3;5,1;3,1;4,0;5,0;3,4;5,1;3,3;2;1994;Male;5;3;4;PC;Desktop
15;Dota;34;480;60;480_60;1000;0;0;2,9;3,1;2,2;5,5;3,0;4,0;5,0;3,4;5,1;3,3;2;1994;Male;5;3;4;PC;Desktop
15;Rayman;49;480;60;480_60;1000;0;0;3,1;3,0;2,9;4,6;3,2;4,0;5,0;3,4;5,1;3,3;2;1994;Male;5;3;4;PC;Desktop
15;Dota;19;480;60;480_60;2000;0;0;4,7;5,0;2,2;6,0;5,0;4,0;5,0;3,4;5,1;3,3;2;1994;Male;5;3;4;PC;Desktop
15;Rayman;20;480;60;480_60;2000;0;0;3,8;5,2;3,0;5,4;4,8;4,0;5,0;3,4;5,1;3,3;2;1994;Male;5;3;4;PC;Desktop
15;Overwatch;21;480;60;480_60;2000;0;0;4,9;3,5;3,4;4,7;4,5;4,0;5,0;3,4;5,1;3,3;2;1994;Male;5;3;4;PC;Desktop
15;Nier;1;480;60;480_60;4000;0;0;4,0;3,0;2,4;6,1;4,5;4,0;5,0;3,4;5,1;3,3;2;1994;Male;5;3;4;PC;Desktop
15;LoL;13;480;60;480_60;4000;0;0;4,0;3,6;2,8;5,0;4,4;4,0;5,0;3,4;5,1;3,3;2;1994;Male;5;3;4;PC;Desktop
15;Overwatch;22;480;60;480_60;6000;0;0;4,6;3,6;4,8;3,2;4,7;4,0;5,0;3,4;5,1;3,3;2;1994;Male;5;3;4;PC;Desktop
15;Dota;35;480;60;480_60;6000;0;0;3,5;5,0;3,2;5,0;3,4;4,0;5,0;3,4;5,1;3,3;2;1994;Male;5;3;4;PC;Desktop
15;Rayman;72;480;60;480_60;6000;0;0;4,6;5,3;2,9;5,6;4,7;4,0;5,0;3,4;5,1;3,3;2;1994;Male;5;3;4;PC;Desktop
15;Rayman;79;480;60;480_60;6000;0;0;3,1;5,6;2,9;4,8;3,4;4,0;5,0;3,4;5,1;3,3;2;1994;Male;5;3;4;PC;Desktop
15;Dota;4;720;30;720_30;1000;0;0;3,1;3,1;2,9;5,0;4,4;4,0;5,0;3,4;5,1;3,3;2;1994;Male;5;3;4;PC;Desktop
15;Overwatch;8;720;30;720_30;1000;0;0;3,3;5,1;3,0;3,2;3,6;4,0;5,0;3,4;5,1;3,3;2;1994;Male;5;3;4;PC;Desktop
15;Rayman;37;720;30;720_30;1000;0;0;2,7;3,0;2,5;4,9;3,2;4,0;5,0;3,4;5,1;3,3;2;1994;Male;5;3;4;PC;Desktop
15;Rayman;42;720;30;720_30;2000;0;0;3,7;3,4;2,7;3,0;3,4;4,0;5,0;3,4;5,1;3,3;2;1994;Male;5;3;4;PC;Desktop
15;Overwatch;64;720;30;720_30;2000;0;0;4,9;5,4;3,0;3,0;4,6;4,0;5,0;3,4;5,1;3,3;2;1994;Male;5;3;4;PC;Desktop
15;Dota;74;720;30;720_30;2000;0;0;4,8;5,2;3,2;5,0;4,8;4,0;5,0;3,4;5,1;3,3;2;1994;Male;5;3;4;PC;Desktop
15;Dota;39;720;30;720_30;4000;0;0;4,0;5,3;3,0;4,7;4,6;4,0;5,0;3,4;5,1;3,3;2;1994;Male;5;3;4;PC;Desktop
15;Overwatch;63;720;30;720_30;4000;0;0;4,6;5,6;3,0;3,0;3,2;4,0;5,0;3,4;5,1;3,3;2;1994;Male;5;3;4;PC;Desktop
15;Rayman;69;720;30;720_30;4000;0;0;3,0;5,3;4,4;2,8;3,4;4,0;5,0;3,4;5,1;3,3;2;1994;Male;5;3;4;PC;Desktop
15;Rayman;12;720;30;720_30;50000;0;0;3,3;3,4;3,2;3,3;2,8;4,0;5,0;3,4;5,1;3,3;2;1994;Male;5;3;4;PC;Desktop
15;Overwatch;23;720;30;720_30;50000;0;0;4,0;4,8;4,6;3,2;4,4;4,0;5,0;3,4;5,1;3,3;2;1994;Male;5;3;4;PC;Desktop
15;Dota;80;720;30;720_30;50000;0;0;5,0;4,7;2,5;4,6;3,4;4,0;5,0;3,4;5,1;3,3;2;1994;Male;5;3;4;PC;Desktop
15;Rayman;10;720;60;720_60;1000;0;0;2,9;2,5;2,9;5,0;3,0;4,0;5,0;3,4;5,1;3,3;2;1994;Male;5;3;4;PC;Desktop
15;Dota;33;720;60;720_60;1000;0;0;2,9;3,4;2,3;5,0;2,7;4,0;5,0;3,4;5,1;3,3;2;1994;Male;5;3;4;PC;Desktop
15;Overwatch;58;720;60;720_60;1000;0;0;3,0;2,9;2,9;3,7;3,4;4,0;5,0;3,4;5,1;3,3;2;1994;Male;5;3;4;PC;Desktop
15;Rayman;46;720;60;720_60;2000;0;0;3,5;3,3;2,6;5,0;4,2;4,0;5,0;3,4;5,1;3,3;2;1994;Male;5;3;4;PC;Desktop
15;Overwatch;53;720;60;720_60;2000;0;0;4,8;5,1;3,0;4,4;4,7;4,0;5,0;3,4;5,1;3,3;2;1994;Male;5;3;4;PC;Desktop
15;Dota;55;720;60;720_60;2000;0;0;3,2;3,0;2,6;3,2;2,9;4,0;5,0;3,4;5,1;3,3;2;1994;Male;5;3;4;PC;Desktop
15;Overwatch;45;720;60;720_60;4000;0;0;5,0;5,3;5,5;2,8;4,8;4,0;5,0;3,4;5,1;3,3;2;1994;Male;5;3;4;PC;Desktop
15;Rayman;48;720;60;720_60;4000;0;0;3,1;2,9;2,9;3,4;3,2;4,0;5,0;3,4;5,1;3,3;2;1994;Male;5;3;4;PC;Desktop
15;Dota;59;720;60;720_60;4000;0;0;4,6;4,9;3,0;4,9;4,4;4,0;5,0;3,4;5,1;3,3;2;1994;Male;5;3;4;PC;Desktop
15;Rayman;7;720;60;720_60;50000;0;0;4,8;5,5;4,7;5,0;4,6;4,0;5,0;3,4;5,1;3,3;2;1994;Male;5;3;4;PC;Desktop
15;Dota;25;720;60;720_60;50000;0;0;5,0;6,4;2,7;6,5;5,4;4,0;5,0;3,4;5,1;3,3;2;1994;Male;5;3;4;PC;Desktop
15;Overwatch;32;720;60;720_60;50000;0;0;5,0;5,3;5,0;3,1;5,1;4,0;5,0;3,4;5,1;3,3;2;1994;Male;5;3;4;PC;Desktop
15;LoL;44;1080;20;1080_20;2000;0;0;3,3;5,4;4,7;2,5;3,3;4,0;5,0;3,4;5,1;3,3;2;1994;Male;5;3;4;PC;Desktop
15;Nier;2;1080;20;1080_20;50000;0;0;4,0;3,0;6,0;3,0;5,0;4,0;5,0;3,4;5,1;3,3;2;1994;Male;5;3;4;PC;Desktop
15;Overwatch;51;1080;30;1080_30;2000;0;0;3,5;3,1;4,3;3,0;3,4;4,0;5,0;3,4;5,1;3,3;2;1994;Male;5;3;4;PC;Desktop
15;Dota;57;1080;30;1080_30;2000;0;0;3,4;3,0;2,8;4,8;4,8;4,0;5,0;3,4;5,1;3,3;2;1994;Male;5;3;4;PC;Desktop
15;Rayman;62;1080;30;1080_30;2000;0;0;3,1;3,1;2,7;3,4;3,0;4,0;5,0;3,4;5,1;3,3;2;1994;Male;5;3;4;PC;Desktop
15;Dota;5;1080;30;1080_30;4000;0;0;4,7;3,2;5,0;5,0;5,0;4,0;5,0;3,4;5,1;3,3;2;1994;Male;5;3;4;PC;Desktop
15;Overwatch;27;1080;30;1080_30;4000;0;0;4,7;2,8;5,0;4,5;4,8;4,0;5,0;3,4;5,1;3,3;2;1994;Male;5;3;4;PC;Desktop
15;Rayman;70;1080;30;1080_30;4000;0;0;3,4;5,7;5,5;2,8;4,4;4,0;5,0;3,4;5,1;3,3;2;1994;Male;5;3;4;PC;Desktop
15;Rayman;9;1080;30;1080_30;6000;0;0;4,4;5,0;4,8;3,0;3,2;4,0;5,0;3,4;5,1;3,3;2;1994;Male;5;3;4;PC;Desktop
15;Overwatch;38;1080;30;1080_30;6000;0;0;4,4;5,6;5,1;2,9;4,5;4,0;5,0;3,4;5,1;3,3;2;1994;Male;5;3;4;PC;Desktop
15;Dota;47;1080;30;1080_30;6000;0;0;5,0;5,1;5,3;4,6;4,8;4,0;5,0;3,4;5,1;3,3;2;1994;Male;5;3;4;PC;Desktop
15;Dota;41;1080;30;1080_30;50000;0;0;5,1;5,8;5,1;3,4;4,9;4,0;5,0;3,4;5,1;3,3;2;1994;Male;5;3;4;PC;Desktop
15;Rayman;67;1080;30;1080_30;50000;0;0;5,1;6,1;5,0;2,8;3,4;4,0;5,0;3,4;5,1;3,3;2;1994;Male;5;3;4;PC;Desktop
15;Overwatch;73;1080;30;1080_30;50000;0;0;4,6;5,8;5,5;2,7;3,4;4,0;5,0;3,4;5,1;3,3;2;1994;Male;5;3;4;PC;Desktop
15;Dota;77;1080;30;1080_30;50000;0;0;4,9;4,8;4,7;2,7;4,8;4,0;5,0;3,4;5,1;3,3;2;1994;Male;5;3;4;PC;Desktop
15;Nier;3;1080;60;1080_60;2000;0;0;3,4;5,6;1,8;5,0;4,4;4,0;5,0;3,4;5,1;3,3;2;1994;Male;5;3;4;PC;Desktop
15;Overwatch;18;1080;60;1080_60;2000;0;0;4,0;3,2;2,6;5,2;4,8;4,0;5,0;3,4;5,1;3,3;2;1994;Male;5;3;4;PC;Desktop
15;Overwatch;24;1080;60;1080_60;2000;0;0;3,2;2,8;3,0;5,2;3,7;4,0;5,0;3,4;5,1;3,3;2;1994;Male;5;3;4;PC;Desktop
15;Dota;36;1080;60;1080_60;2000;0;0;3,0;3,5;2,3;5,0;4,7;4,0;5,0;3,4;5,1;3,3;2;1994;Male;5;3;4;PC;Desktop
15;Rayman;56;1080;60;1080_60;2000;0;0;3,3;3,3;2,7;5,1;4,4;4,0;5,0;3,4;5,1;3,3;2;1994;Male;5;3;4;PC;Desktop
15;Rayman;26;1080;60;1080_60;4000;0;0;3,2;3,3;3,3;4,9;3,5;4,0;5,0;3,4;5,1;3,3;2;1994;Male;5;3;4;PC;Desktop
15;Dota;54;1080;60;1080_60;4000;0;0;4,7;2,7;3,2;5,1;3,1;4,0;5,0;3,4;5,1;3,3;2;1994;Male;5;3;4;PC;Desktop
15;Overwatch;61;1080;60;1080_60;4000;0;0;4,8;5,3;4,8;3,2;5,1;4,0;5,0;3,4;5,1;3,3;2;1994;Male;5;3;4;PC;Desktop
15;Rayman;29;1080;60;1080_60;6000;0;0;3,3;5,0;3,0;3,2;3,4;4,0;5,0;3,4;5,1;3,3;2;1994;Male;5;3;4;PC;Desktop
15;Overwatch;40;1080;60;1080_60;6000;0;0;5,1;5,2;5,2;3,1;4,7;4,0;5,0;3,4;5,1;3,3;2;1994;Male;5;3;4;PC;Desktop
15;Dota;50;1080;60;1080_60;6000;0;0;4,8;3,4;4,4;3,4;4,0;4,0;5,0;3,4;5,1;3,3;2;1994;Male;5;3;4;PC;Desktop
15;Rayman;17;1080;60;1080_60;50000;0;0;5,0;5,0;6,0;3,2;4,8;4,0;5,0;3,4;5,1;3,3;2;1994;Male;5;3;4;PC;Desktop
15;Overwatch;76;1080;60;1080_60;50000;0;0;5,0;5,4;5,5;3,0;5,1;4,0;5,0;3,4;5,1;3,3;2;1994;Male;5;3;4;PC;Desktop
15;Dota;78;1080;60;1080_60;50000;0;0;5,3;5,8;5,5;3,0;5,2;4,0;5,0;3,4;5,1;3,3;2;1994;Male;5;3;4;PC;Desktop
16;Dota;15;480;30;480_30;300;0;0;2,0;2,0;2,0;5,6;2,0;5,3;4,6;4,1;3,0;6,0;3;1991;Transgender;1;3;4;PC;Laptop
16;Overwatch;43;480;30;480_30;300;0;0;2,0;2,0;2,6;5,5;2,0;5,3;4,6;4,1;3,0;6,0;3;1991;Transgender;1;3;4;PC;Laptop
16;Rayman;66;480;30;480_30;300;0;0;2,5;2,2;2,8;4,9;2,6;5,3;4,6;4,1;3,0;6,0;3;1991;Transgender;1;3;4;PC;Laptop
16;Overwatch;16;480;30;480_30;1000;0;0;2,2;2,8;2,5;4,8;2,9;5,3;4,6;4,1;3,0;6,0;3;1991;Transgender;1;3;4;PC;Laptop
16;Rayman;52;480;30;480_30;1000;0;0;2,5;4,0;3,5;2,4;2,2;5,3;4,6;4,1;3,0;6,0;3;1991;Transgender;1;3;4;PC;Laptop
16;Dota;68;480;30;480_30;1000;0;0;2,5;2,6;2,9;5,2;2,5;5,3;4,6;4,1;3,0;6,0;3;1991;Transgender;1;3;4;PC;Laptop
16;Rayman;11;480;30;480_30;2000;0;0;3,4;3,0;2,8;4,0;3,5;5,3;4,6;4,1;3,0;6,0;3;1991;Transgender;1;3;4;PC;Laptop
16;Dota;71;480;30;480_30;2000;0;0;2,8;4,9;2,8;5,6;2,4;5,3;4,6;4,1;3,0;6,0;3;1991;Transgender;1;3;4;PC;Laptop
16;Overwatch;75;480;30;480_30;2000;0;0;3,6;4,8;3,0;5,2;4,2;5,3;4,6;4,1;3,0;6,0;3;1991;Transgender;1;3;4;PC;Laptop
16;Rayman;14;480;30;480_30;6000;0;0;4,0;3,2;5,0;2,9;5,3;5,3;4,6;4,1;3,0;6,0;3;1991;Transgender;1;3;4;PC;Laptop
16;Overwatch;28;480;30;480_30;6000;0;0;4,8;3,8;3,3;5,0;3,8;5,3;4,6;4,1;3,0;6,0;3;1991;Transgender;1;3;4;PC;Laptop
16;Dota;65;480;30;480_30;6000;0;0;3,0;3,0;2,3;5,2;2,7;5,3;4,6;4,1;3,0;6,0;3;1991;Transgender;1;3;4;PC;Laptop
16;Overwatch;30;480;60;480_60;300;0;0;2,0;2,0;2,0;5,5;2,0;5,3;4,6;4,1;3,0;6,0;3;1991;Transgender;1;3;4;PC;Laptop
16;Rayman;31;480;60;480_60;300;0;0;1,8;2,0;2,3;4,0;2,7;5,3;4,6;4,1;3,0;6,0;3;1991;Transgender;1;3;4;PC;Laptop
